x,y,potential
3.17505,6.01739,0.123881
3.11762,6.04734,0.111329
3.05991,6.07675,0.0986954
3.00192,6.1056,0.0859963
2.94366,6.1339,0.073246
2.88513,6.16165,0.0604566
2.82635,6.18883,0.0476378
2.7673,6.21546,0.0347977
2.70801,6.24152,0.0219431
2.64846,6.26702,0.00907973
2.58868,6.29195,-0.00378725
2.52867,6.31631,-0.016653
2.46842,6.34009,-0.0295124
2.40795,6.3633,-0.0423601
2.34727,6.38594,-0.0551897
2.28637,6.408,-0.0679939
2.22526,6.42947,-0.0807635
2.16395,6.45036,-0.0934875
2.10245,6.47067,-0.106153
2.04075,6.49039,-0.118743
1.97887,6.50953,-0.13124
1.91681,6.52807,-0.143622
1.85458,6.54602,-0.155863
1.79218,6.56338,-0.167935
1.72962,6.58014,-0.179806
1.6669,6.59631,-0.191443
1.60403,6.61188,-0.20281
1.54101,6.62685,-0.21387
1.47785,6.64122,-0.224586
1.41456,6.65499,-0.234921
1.35114,6.66816,-0.244844
1.2876,6.68072,-0.254323
1.22394,6.69267,-0.263333
1.16018,6.70402,-0.271855
1.0963,6.71476,-0.279872
1.03233,6.72489,-0.287375
0.968263,6.73442,-0.29436
0.904108,6.74333,-0.300828
0.839872,6.75163,-0.306781
0.77556,6.75932,-0.312228
0.711177,6.7664,-0.317178
0.64673,6.77286,-0.321642
0.582224,6.77871,-0.325632
0.517665,6.78394,-0.329161
0.45306,6.78857,-0.33224
0.388413,6.79257,-0.334882
0.323732,6.79596,-0.337095
0.25902,6.79873,-0.338889
0.194286,6.80089,-0.340273
0.129534,6.80243,-0.341251
0.0647698,6.80336,-0.341829
1.22119e-08,6.80367,-0.342009
-0.0647698,6.80336,-0.341791
-0.129534,6.80243,-0.341175
-0.194286,6.80089,-0.340159
-0.25902,6.79873,-0.338736
-0.323731,6.79596,-0.336903
-0.388413,6.79257,-0.334649
-0.45306,6.78857,-0.331967
-0.517665,6.78394,-0.328846
-0.582224,6.77871,-0.325274
-0.64673,6.77286,-0.32124
-0.711177,6.7664,-0.316731
-0.77556,6.75932,-0.311735
-0.839872,6.75163,-0.306242
-0.904108,6.74333,-0.300242
-0.968263,6.73442,-0.293728
-1.03233,6.72489,-0.286696
-1.0963,6.71476,-0.279146
-1.16018,6.70402,-0.271084
-1.22394,6.69267,-0.26252
-1.2876,6.68072,-0.253468
-1.35114,6.66816,-0.243951
-1.41456,6.65499,-0.233992
-1.47785,6.64122,-0.223624
-1.54101,6.62685,-0.212879
-1.60403,6.61188,-0.201793
-1.6669,6.59631,-0.190403
-1.72962,6.58014,-0.178746
-1.79218,6.56338,-0.166857
-1.85458,6.54602,-0.15477
-1.91681,6.52807,-0.142517
-1.97887,6.50953,-0.130124
-2.04075,6.49039,-0.117618
-2.10245,6.47067,-0.10502
-2.16395,6.45036,-0.0923482
-2.22526,6.42947,-0.0796185
-2.28637,6.408,-0.066844
-2.34727,6.38594,-0.0540354
-2.40795,6.3633,-0.0412018
-2.46842,6.34009,-0.0283506
-2.52867,6.31631,-0.0154879
-2.58868,6.29195,-0.00261913
-2.64846,6.26702,0.0102506
-2.70801,6.24152,0.0231165
-2.7673,6.21546,0.0359733
-2.82635,6.18883,0.0488152
-2.88513,6.16165,0.0616354
-2.94366,6.1339,0.0744256
-3.00192,6.1056,0.087176
-3.05991,6.07675,0.0998744
-3.11762,6.04734,0.112506
-3.17505,6.01739,0.125055
-3.23219,5.98689,0.137499
-3.28904,5.95585,0.149815
-3.34559,5.92427,0.161978
-3.40183,5.89215,0.173956
-3.45777,5.8595,0.185717
-3.5134,5.82631,0.197226
-3.5687,5.7926,0.208446
-3.62369,5.75837,0.21934
-3.67834,5.72361,0.229872
-3.73266,5.68833,0.240006
-3.78664,5.65254,0.24971
-3.84028,5.61624,0.258958
-3.89358,5.57942,0.267726
-3.94651,5.5421,0.275996
-3.99909,5.50428,0.283756
-4.05131,5.46596,0.290999
-4.10317,5.42715,0.297724
-4.15464,5.38784,0.303932
-4.20575,5.34804,0.309631
-4.25647,5.30776,0.314827
-4.30681,5.267,0.319533
-4.35675,5.22576,0.323759
-4.4063,5.18405,0.327517
-4.45545,5.14187,0.330821
-4.5042,5.09922,0.333681
-4.55254,5.05611,0.336109
-4.60047,5.01254,0.338114
-4.64798,4.96852,0.339704
-4.69507,4.92405,0.340887
-4.74173,4.87913,0.341668
-4.78796,4.83376,0.34205
-4.83376,4.78796,0.342035
-4.87913,4.74173,0.341623
-4.92405,4.69507,0.340812
-4.96852,4.64798,0.339598
-5.01254,4.60047,0.337977
-5.05611,4.55254,0.33594
-5.09922,4.5042,0.33348
-5.14187,4.45545,0.330586
-5.18405,4.4063,0.327248
-5.22576,4.35675,0.323455
-5.267,4.30681,0.319193
-5.30776,4.25647,0.314451
-5.34804,4.20575,0.309218
-5.38784,4.15464,0.303483
-5.42715,4.10317,0.297237
-5.46596,4.05131,0.290476
-5.50428,3.9991,0.283197
-5.5421,3.94651,0.275403
-5.57942,3.89358,0.267102
-5.61624,3.84028,0.258305
-5.65254,3.78664,0.249031
-5.68833,3.73266,0.239304
-5.72361,3.67834,0.22915
-5.75837,3.62369,0.218602
-5.7926,3.5687,0.207695
-5.82631,3.5134,0.196465
-5.8595,3.45777,0.184949
-5.89215,3.40183,0.173184
-5.92427,3.34559,0.161203
-5.95585,3.28904,0.14904
-5.98689,3.23219,0.136725
-6.01739,3.17505,0.124283
-6.04734,3.11762,0.111738
-6.07675,3.05991,0.0991108
-6.1056,3.00192,0.086418
-6.1339,2.94366,0.073674
-6.16165,2.88513,0.0608907
-6.18883,2.82635,0.0480781
-6.21546,2.7673,0.0352442
-6.24152,2.70801,0.0223959
-6.26702,2.64846,0.00953869
-6.29195,2.58868,-0.00332212
-6.31631,2.52867,-0.0161817
-6.34009,2.46842,-0.0290351
-6.3633,2.40795,-0.041877
-6.38594,2.34727,-0.0547011
-6.408,2.28637,-0.0675
-6.42947,2.22526,-0.0802648
-6.45036,2.16395,-0.0929847
-6.47067,2.10245,-0.105646
-6.49039,2.04075,-0.118234
-6.50953,1.97887,-0.13073
-6.52807,1.91681,-0.143111
-6.54602,1.85458,-0.155352
-6.56338,1.79218,-0.167427
-6.58014,1.72962,-0.179302
-6.59631,1.6669,-0.190945
-6.61188,1.60403,-0.202319
-6.62685,1.54101,-0.213388
-6.64122,1.47785,-0.224115
-6.65499,1.41456,-0.234464
-6.66816,1.35114,-0.244401
-6.68072,1.2876,-0.253897
-6.69267,1.22394,-0.262925
-6.70402,1.16018,-0.271465
-6.71476,1.0963,-0.279503
-6.72489,1.03233,-0.287027
-6.73442,0.968263,-0.294034
-6.74333,0.904108,-0.300523
-6.75163,0.839872,-0.306499
-6.75932,0.77556,-0.311968
-6.7664,0.711177,-0.316941
-6.77286,0.64673,-0.321427
-6.77871,0.582224,-0.325439
-6.78394,0.517665,-0.328989
-6.78857,0.45306,-0.33209
-6.79257,0.388413,-0.334752
-6.79596,0.323732,-0.336986
-6.79873,0.25902,-0.3388
-6.80089,0.194286,-0.340204
-6.80243,0.129534,-0.341202
-6.80336,0.0647698,-0.341799
-6.80367,2.44238e-08,-0.341999
-6.80336,-0.0647698,-0.341801
-6.80243,-0.129534,-0.341205
-6.80089,-0.194286,-0.340208
-6.79873,-0.25902,-0.338806
-6.79596,-0.323731,-0.336993
-6.79257,-0.388413,-0.33476
-6.78857,-0.45306,-0.3321
-6.78394,-0.517665,-0.329001
-6.77871,-0.582224,-0.325452
-6.77286,-0.64673,-0.321441
-6.7664,-0.711177,-0.316957
-6.75932,-0.77556,-0.311987
-6.75163,-0.839872,-0.306519
-6.74333,-0.904108,-0.300546
-6.73442,-0.968263,-0.294059
-6.72489,-1.03233,-0.287055
-6.71476,-1.0963,-0.279533
-6.70402,-1.16018,-0.271499
-6.69267,-1.22394,-0.262962
-6.68072,-1.2876,-0.253938
-6.66816,-1.35114,-0.244446
-6.65499,-1.41456,-0.234513
-6.64122,-1.47785,-0.224168
-6.62685,-1.54101,-0.213445
-6.61188,-1.60403,-0.20238
-6.59631,-1.6669,-0.19101
-6.58014,-1.72962,-0.179371
-6.56338,-1.79218,-0.167499
-6.54602,-1.85458,-0.155429
-6.52807,-1.91681,-0.143191
-6.50953,-1.97887,-0.130813
-6.49039,-2.04075,-0.118322
-6.47067,-2.10245,-0.105737
-6.45036,-2.16395,-0.0930782
-6.42947,-2.22526,-0.0803613
-6.408,-2.28637,-0.0675993
-6.38594,-2.34727,-0.0548031
-6.3633,-2.40795,-0.0419815
-6.34009,-2.46842,-0.0291422
-6.31631,-2.52867,-0.0162912
-6.29195,-2.58868,-0.00343397
-6.26702,-2.64846,0.00942453
-6.24152,-2.70801,0.0222794
-6.21546,-2.7673,0.0351256
-6.18883,-2.82635,0.0479574
-6.16165,-2.88513,0.0607679
-6.1339,-2.94366,0.0735492
-6.1056,-3.00192,0.0862912
-6.07675,-3.05991,0.0989822
-6.04734,-3.11762,0.111608
-6.01739,-3.17505,0.124151
-5.98689,-3.23219,0.136591
-5.95585,-3.28904,0.148905
-5.92427,-3.34559,0.161066
-5.89215,-3.40183,0.173045
-5.8595,-3.45777,0.184809
-5.82631,-3.5134,0.196323
-5.7926,-3.5687,0.207551
-5.75837,-3.62369,0.218456
-5.72361,-3.67834,0.229002
-5.68833,-3.73266,0.239153
-5.65254,-3.78664,0.248878
-5.61624,-3.84028,0.258149
-5.57942,-3.89358,0.266942
-5.5421,-3.94651,0.27524
-5.50428,-3.99909,0.283029
-5.46596,-4.05131,0.290303
-5.42715,-4.10317,0.297059
-5.38784,-4.15464,0.303298
-5.34804,-4.20575,0.309027
-5.30776,-4.25647,0.314253
-5.267,-4.30681,0.318986
-5.22576,-4.35675,0.323239
-5.18405,-4.4063,0.327023
-5.14187,-4.45545,0.330351
-5.09922,-4.5042,0.333233
-5.05611,-4.55254,0.335682
-5.01254,-4.60047,0.337706
-4.96852,-4.64798,0.339314
-4.92405,-4.69507,0.340513
-4.87913,-4.74173,0.341309
-4.83376,-4.78796,0.341704
-4.78796,-4.83376,0.341702
-4.74173,-4.87913,0.3413
-4.69507,-4.92405,0.340499
-4.64798,-4.96852,0.339294
-4.60047,-5.01254,0.33768
-4.55254,-5.05611,0.33565
-4.5042,-5.09922,0.333196
-4.45545,-5.14187,0.330307
-4.4063,-5.18405,0.326974
-4.35675,-5.22576,0.323183
-4.30681,-5.267,0.318924
-4.25647,-5.30776,0.314184
-4.20575,-5.34804,0.308951
-4.15464,-5.38784,0.303216
-4.10317,-5.42715,0.296969
-4.05131,-5.46596,0.290206
-3.9991,-5.50428,0.282924
-3.94651,-5.5421,0.275126
-3.89358,-5.57942,0.266819
-3.84028,-5.61624,0.258016
-3.78664,-5.65254,0.248735
-3.73266,-5.68833,0.238999
-3.67834,-5.72361,0.228836
-3.62369,-5.75837,0.218279
-3.5687,-5.7926,0.207363
-3.5134,-5.82631,0.196123
-3.45777,-5.8595,0.184598
-3.40183,-5.89215,0.172824
-3.34559,-5.92427,0.160835
-3.28904,-5.95585,0.148664
-3.23219,-5.98689,0.136341
-3.17505,-6.01739,0.123893
-3.11762,-6.04734,0.111342
-3.05991,-6.07675,0.0987079
-3.00192,-6.1056,0.0860089
-2.94366,-6.1339,0.0732587
-2.88513,-6.16165,0.0604694
-2.82635,-6.18883,0.0476506
-2.7673,-6.21546,0.0348105
-2.70801,-6.24152,0.0219559
-2.64846,-6.26702,0.00909249
-2.58868,-6.29195,-0.00377457
-2.52867,-6.31631,-0.0166404
-2.46842,-6.34009,-0.0294999
-2.40795,-6.3633,-0.0423478
-2.34727,-6.38594,-0.0551777
-2.28637,-6.408,-0.067982
-2.22526,-6.42947,-0.0807518
-2.16395,-6.45036,-0.0934762
-2.10245,-6.47067,-0.106142
-2.04075,-6.49039,-0.118732
-1.97887,-6.50953,-0.13123
-1.91681,-6.52807,-0.143612
-1.85458,-6.54602,-0.155853
-1.79218,-6.56338,-0.167925
-1.72962,-6.58014,-0.179797
-1.6669,-6.59631,-0.191434
-1.60403,-6.61188,-0.202802
-1.54101,-6.62685,-0.213862
-1.47785,-6.64122,-0.224578
-1.41456,-6.65499,-0.234914
-1.35114,-6.66816,-0.244837
-1.2876,-6.68072,-0.254317
-1.22394,-6.69267,-0.263327
-1.16018,-6.70402,-0.271849
-1.0963,-6.71476,-0.279867
-1.03233,-6.72489,-0.28737
-0.968263,-6.73442,-0.294356
-0.904108,-6.74333,-0.300823
-0.839872,-6.75163,-0.306777
-0.77556,-6.75932,-0.312225
-0.711177,-6.7664,-0.317175
-0.64673,-6.77286,-0.321639
-0.582224,-6.77871,-0.32563
-0.517665,-6.78394,-0.329159
-0.45306,-6.78857,-0.332239
-0.388413,-6.79257,-0.33488
-0.323732,-6.79596,-0.337094
-0.25902,-6.79873,-0.338888
-0.194286,-6.80089,-0.340272
-0.129534,-6.80243,-0.341251
-0.0647698,-6.80336,-0.341829
-3.66356e-08,-6.80367,-0.342009
0.0647697,-6.80336,-0.341792
0.129534,-6.80243,-0.341176
0.194286,-6.80089,-0.34016
0.25902,-6.79873,-0.338738
0.323731,-6.79596,-0.336904
0.388413,-6.79257,-0.334651
0.45306,-6.78857,-0.331969
0.517665,-6.78394,-0.328849
0.582224,-6.77871,-0.325277
0.64673,-6.77286,-0.321243
0.711177,-6.7664,-0.316735
0.77556,-6.75932,-0.311739
0.839872,-6.75163,-0.306246
0.904108,-6.74333,-0.300246
0.968263,-6.73442,-0.293733
1.03233,-6.72489,-0.286701
1.0963,-6.71476,-0.279152
1.16018,-6.70402,-0.271091
1.22394,-6.69267,-0.262526
1.2876,-6.68072,-0.253475
1.35114,-6.66816,-0.243958
1.41456,-6.65499,-0.234
1.47785,-6.64122,-0.223632
1.54101,-6.62685,-0.212887
1.60403,-6.61188,-0.201801
1.6669,-6.59631,-0.190412
1.72962,-6.58014,-0.178755
1.79218,-6.56338,-0.166867
1.85458,-6.54602,-0.15478
1.91681,-6.52807,-0.142527
1.97887,-6.50953,-0.130135
2.04075,-6.49039,-0.117629
2.10245,-6.47067,-0.105031
2.16395,-6.45036,-0.0923599
2.22526,-6.42947,-0.0796304
2.28637,-6.408,-0.0668561
2.34727,-6.38594,-0.0540477
2.40795,-6.3633,-0.0412143
2.46842,-6.34009,-0.0283632
2.52867,-6.31631,-0.0155006
2.58868,-6.29195,-0.00263201
2.64846,-6.26702,0.0102377
2.70801,-6.24152,0.0231035
2.7673,-6.21546,0.0359603
2.82635,-6.18883,0.0488023
2.88513,-6.16165,0.0616225
2.94366,-6.1339,0.0744128
3.00192,-6.1056,0.0871633
3.05991,-6.07675,0.0998619
3.11762,-6.04734,0.112494
3.17505,-6.01739,0.125042
3.23219,-5.98689,0.137487
3.28904,-5.95585,0.149804
3.34559,-5.92427,0.161966
3.40183,-5.89215,0.173944
3.45777,-5.8595,0.185706
3.5134,-5.82631,0.197215
3.5687,-5.7926,0.208436
3.62369,-5.75837,0.21933
3.67834,-5.72361,0.229862
3.73266,-5.68833,0.239996
3.78664,-5.65254,0.249701
3.84028,-5.61624,0.25895
3.89358,-5.57942,0.267717
3.94651,-5.5421,0.275988
3.99909,-5.50428,0.283748
4.05131,-5.46596,0.290992
4.10317,-5.42715,0.297717
4.15464,-5.38784,0.303926
4.20575,-5.34804,0.309624
4.25647,-5.30776,0.314821
4.30681,-5.267,0.319527
4.35675,-5.22576,0.323753
4.4063,-5.18405,0.327512
4.45545,-5.14187,0.330816
4.5042,-5.09922,0.333676
4.55254,-5.05611,0.336104
4.60047,-5.01254,0.33811
4.64798,-4.96852,0.339701
4.69507,-4.92405,0.340884
4.74173,-4.87913,0.341665
4.78796,-4.83376,0.342047
4.83376,-4.78796,0.342033
4.87913,-4.74173,0.341621
4.92405,-4.69507,0.34081
4.96852,-4.64798,0.339596
5.01254,-4.60047,0.337975
5.05611,-4.55254,0.335939
5.09922,-4.5042,0.333479
5.14187,-4.45545,0.330585
5.18405,-4.4063,0.327248
5.22576,-4.35675,0.323455
5.267,-4.30681,0.319194
5.30776,-4.25647,0.314452
5.34804,-4.20575,0.309219
5.38784,-4.15464,0.303484
5.42715,-4.10317,0.297239
5.46596,-4.05131,0.290478
5.50428,-3.9991,0.2832
5.5421,-3.94651,0.275406
5.57942,-3.89358,0.267105
5.61624,-3.84028,0.258309
5.65254,-3.78664,0.249036
5.68833,-3.73266,0.239308
5.72361,-3.67834,0.229155
5.75837,-3.62369,0.218608
5.7926,-3.5687,0.207701
5.82631,-3.5134,0.196472
5.8595,-3.45777,0.184956
5.89215,-3.40183,0.173191
5.92427,-3.34559,0.161211
5.95585,-3.28904,0.149048
5.98689,-3.23219,0.136733
6.01739,-3.17505,0.124292
6.04734,-3.11762,0.111747
6.07675,-3.05991,0.0991203
6.1056,-3.00192,0.0864278
6.1339,-2.94366,0.073684
6.16165,-2.88513,0.060901
6.18883,-2.82635,0.0480886
6.21546,-2.7673,0.0352549
6.24152,-2.70801,0.0224067
6.26702,-2.64846,0.00954964
6.29195,-2.58868,-0.00331107
6.31631,-2.52867,-0.0161706
6.34009,-2.46842,-0.029024
6.3633,-2.40795,-0.0418659
6.38594,-2.34727,-0.05469
6.408,-2.28637,-0.067489
6.42947,-2.22526,-0.0802539
6.45036,-2.16395,-0.0929739
6.47067,-2.10245,-0.105636
6.49039,-2.04075,-0.118224
6.50953,-1.97887,-0.130719
6.52807,-1.91681,-0.143101
6.54602,-1.85458,-0.155343
6.56338,-1.79218,-0.167417
6.58014,-1.72962,-0.179293
6.59631,-1.6669,-0.190936
6.61188,-1.60403,-0.20231
6.62685,-1.54101,-0.21338
6.64122,-1.47785,-0.224107
6.65499,-1.41456,-0.234456
6.66816,-1.35114,-0.244394
6.68072,-1.2876,-0.253889
6.69267,-1.22394,-0.262918
6.70402,-1.16018,-0.271458
6.71476,-1.0963,-0.279496
6.72489,-1.03233,-0.287021
6.73442,-0.968263,-0.294028
6.74333,-0.904108,-0.300517
6.75163,-0.839872,-0.306493
6.75932,-0.77556,-0.311963
6.7664,-0.711177,-0.316935
6.77286,-0.64673,-0.321422
6.77871,-0.582224,-0.325434
6.78394,-0.517665,-0.328985
6.78857,-0.45306,-0.332085
6.79257,-0.388413,-0.334747
6.79596,-0.323732,-0.336981
6.79873,-0.25902,-0.338796
6.80089,-0.194286,-0.340199
6.80243,-0.129534,-0.341197
6.80336,-0.0647698,-0.341795
6.74182,0,-0.330161
6.7415,0.0647698,-0.329961
6.74057,0.129534,-0.329359
6.73902,0.194285,-0.328352
6.73684,0.259019,-0.326937
6.73404,0.323729,-0.325109
6.73062,0.388409,-0.32286
6.72658,0.453054,-0.320183
6.72191,0.517656,-0.317069
6.71663,0.582211,-0.313508
6.71073,0.646712,-0.309492
6.7042,0.711153,-0.30501
6.69706,0.775528,-0.300052
6.6893,0.839832,-0.294611
6.68092,0.904059,-0.28868
6.67193,0.968202,-0.282254
6.66232,1.03226,-0.275334
6.6521,1.09621,-0.26792
6.64126,1.16007,-0.26002
6.62981,1.22382,-0.251644
6.61774,1.28746,-0.242807
6.60507,1.35098,-0.23353
6.59178,1.41437,-0.223838
6.57789,1.47763,-0.213757
6.56339,1.54076,-0.203318
6.54829,1.60375,-0.192553
6.53258,1.66658,-0.181496
6.51627,1.72926,-0.170181
6.49935,1.79179,-0.158638
6.48184,1.85414,-0.1469
6.46373,1.91633,-0.134994
6.44502,1.97834,-0.122947
6.42571,2.04017,-0.110781
6.40582,2.10181,-0.0985185
6.38533,2.16325,-0.0861766
6.36425,2.2245,-0.0737711
6.34259,2.28554,-0.0613153
6.32034,2.34637,-0.0488209
6.2975,2.40698,-0.0362976
6.27409,2.46737,-0.0237538
6.25009,2.52753,-0.0111973
6.22552,2.58746,0.00136499
6.20038,2.64715,0.0139266
6.17466,2.7066,0.0264807
6.14837,2.76579,0.0390203
6.12152,2.82473,0.0515376
6.0941,2.88341,0.0640239
6.06611,2.94183,0.076469
6.03757,2.99997,0.0888608
6.00847,3.05783,0.101186
5.97882,3.11542,0.113427
5.94861,3.17271,0.125567
5.91785,3.22972,0.137583
5.88655,3.28642,0.149452
5.85471,3.34282,0.161148
5.82232,3.39892,0.17264
5.7894,3.45469,0.183898
5.75594,3.51015,0.194889
5.72196,3.56529,0.205581
5.68744,3.6201,0.215939
5.6524,3.67457,0.225933
5.61683,3.72871,0.235531
5.58075,3.7825,0.244708
5.54416,3.83594,0.253439
5.50705,3.88902,0.261707
5.46943,3.94175,0.269495
5.43131,3.99411,0.276795
5.39269,4.04611,0.283601
5.35357,4.09773,0.289911
5.31395,4.14897,0.295727
5.27385,4.19983,0.301055
5.23325,4.25031,0.305899
5.19218,4.30039,0.310271
5.15063,4.35007,0.314178
5.1086,4.39935,0.31763
5.0661,4.44823,0.320637
5.02313,4.4967,0.32321
4.97969,4.54475,0.325355
4.9358,4.59238,0.327081
4.89145,4.63958,0.328393
4.84666,4.68636,0.329298
4.80141,4.73271,0.329798
4.75572,4.77862,0.329896
4.70959,4.82409,0.329591
4.66303,4.86911,0.328882
4.61603,4.91368,0.327768
4.56861,4.95781,0.326243
4.52077,5.00147,0.324301
4.47251,5.04467,0.321937
4.42384,5.0874,0.319142
4.37476,5.12967,0.315906
4.32528,5.17146,0.312221
4.2754,5.21278,0.308076
4.22512,5.25361,0.303462
4.17445,5.29396,0.29837
4.1234,5.33382,0.292792
4.07197,5.37319,0.286721
4.02016,5.41206,0.280155
3.96798,5.45043,0.273093
3.91543,5.4883,0.265539
3.86252,5.52567,0.257499
3.80926,5.56252,0.248988
3.75564,5.59886,0.24002
3.70168,5.63468,0.230618
3.64738,5.66998,0.220807
3.59274,5.70476,0.210616
3.53776,5.73902,0.200075
3.48246,5.77274,0.189218
3.42684,5.80593,0.178078
3.37091,5.83858,0.166688
3.31466,5.8707,0.15508
3.25811,5.90227,0.143285
3.20125,5.9333,0.131329
3.1441,5.96378,0.119239
3.08666,5.99371,0.107037
3.02894,6.02309,0.0947436
2.97093,6.05191,0.082375
2.91265,6.08017,0.0699466
2.85411,6.10788,0.0574714
2.79529,6.13501,0.0449602
2.73622,6.16159,0.0324225
2.6769,6.18759,0.0198666
2.61733,6.21302,0.00729977
2.55752,6.23788,-0.00527104
2.49748,6.26216,-0.0178392
2.4372,6.28587,-0.030398
2.3767,6.30899,-0.0429401
2.31598,6.33153,-0.0554575
2.25504,6.35349,-0.0679409
2.1939,6.37486,-0.0803796
2.13255,6.39565,-0.0927611
2.07101,6.41584,-0.105071
2.00928,6.43544,-0.117292
1.94736,6.45445,-0.129405
1.88526,6.47286,-0.141387
1.82299,6.49067,-0.153214
1.76055,6.50788,-0.164859
1.69794,6.5245,-0.176291
1.63518,6.54051,-0.187478
1.57227,6.55592,-0.198389
1.50921,6.57072,-0.208988
1.44602,6.58491,-0.219245
1.38269,6.5985,-0.229126
1.31923,6.61148,-0.238603
1.25565,6.62385,-0.247649
1.19196,6.63561,-0.256244
1.12816,6.64675,-0.264368
1.06425,6.65729,-0.27201
1.00024,6.6672,-0.27916
0.936141,6.6765,-0.285815
0.871956,6.68519,-0.291974
0.80769,6.69326,-0.29764
0.743349,6.70071,-0.302819
0.67894,6.70754,-0.307519
0.614468,6.71375,-0.311748
0.54994,6.71935,-0.315515
0.48536,6.72432,-0.318832
0.420736,6.72867,-0.321707
0.356073,6.73241,-0.32415
0.291378,6.73552,-0.326169
0.226655,6.738,-0.327772
0.161911,6.73987,-0.328964
0.0971528,6.74112,-0.32975
0.0323853,6.74174,-0.330132
-0.0323852,6.74174,-0.330113
-0.0971528,6.74112,-0.329693
-0.161911,6.73987,-0.328869
-0.226655,6.738,-0.327639
-0.291378,6.73552,-0.325997
-0.356073,6.73241,-0.323939
-0.420736,6.72867,-0.321455
-0.48536,6.72432,-0.318539
-0.54994,6.71935,-0.315181
-0.614468,6.71375,-0.311371
-0.67894,6.70754,-0.307099
-0.743349,6.70071,-0.302356
-0.80769,6.69326,-0.297133
-0.871956,6.68519,-0.291422
-0.936141,6.6765,-0.285218
-1.00024,6.6672,-0.278519
-1.06425,6.65729,-0.271325
-1.12816,6.64675,-0.26364
-1.19196,6.63561,-0.255474
-1.25565,6.62385,-0.24684
-1.31923,6.61148,-0.237756
-1.38269,6.5985,-0.228244
-1.44602,6.58491,-0.21833
-1.50921,6.57072,-0.208044
-1.57227,6.55592,-0.197418
-1.63518,6.54051,-0.186484
-1.69794,6.5245,-0.175275
-1.76055,6.50788,-0.163825
-1.82299,6.49067,-0.152164
-1.88526,6.47286,-0.140323
-1.94736,6.45445,-0.128329
-2.00928,6.43544,-0.116205
-2.07101,6.41584,-0.103975
-2.13255,6.39565,-0.0916579
-2.1939,6.37486,-0.0792696
-2.25504,6.35349,-0.066825
-2.31598,6.33153,-0.0543365
-2.3767,6.30899,-0.0418145
-2.4372,6.28587,-0.0292684
-2.49748,6.26216,-0.016706
-2.55752,6.23788,-0.00413457
-2.61733,6.21302,0.0084391
-2.6769,6.18759,0.0210083
-2.73622,6.16159,0.0335663
-2.79529,6.13501,0.0461055
-2.85411,6.10788,0.0586177
-2.91265,6.08017,0.0710933
-2.97093,6.05191,0.0835211
-3.02894,6.02309,0.0958883
-3.08666,5.99371,0.10818
-3.1441,5.96378,0.120378
-3.20125,5.9333,0.132462
-3.25811,5.90227,0.14441
-3.31466,5.8707,0.156197
-3.37091,5.83858,0.167793
-3.42684,5.80593,0.179169
-3.48246,5.77274,0.190293
-3.53776,5.73902,0.201131
-3.59274,5.70476,0.21165
-3.64738,5.66998,0.221817
-3.70168,5.63468,0.231601
-3.75564,5.59886,0.240973
-3.80926,5.56252,0.249909
-3.86252,5.52567,0.258387
-3.91543,5.4883,0.266392
-3.96798,5.45043,0.273911
-4.02016,5.41206,0.280937
-4.07197,5.37319,0.287467
-4.1234,5.33382,0.293502
-4.17445,5.29396,0.299045
-4.22512,5.25361,0.304103
-4.2754,5.21278,0.308684
-4.32528,5.17146,0.312797
-4.37476,5.12967,0.316452
-4.42384,5.0874,0.319659
-4.47251,5.04467,0.322427
-4.52077,5.00147,0.324765
-4.56861,4.95781,0.326682
-4.61603,4.91368,0.328184
-4.66303,4.86911,0.329277
-4.70959,4.82409,0.329965
-4.75572,4.77862,0.330251
-4.80141,4.73271,0.330136
-4.84666,4.68636,0.329619
-4.89145,4.63958,0.328699
-4.9358,4.59238,0.327371
-4.97969,4.54475,0.325632
-5.02313,4.4967,0.323474
-5.0661,4.44823,0.32089
-5.1086,4.39935,0.317871
-5.15063,4.35007,0.314408
-5.19218,4.30039,0.310491
-5.23325,4.25031,0.306111
-5.27385,4.19983,0.301258
-5.31395,4.14897,0.295923
-5.35357,4.09773,0.290099
-5.39269,4.04611,0.283783
-5.43131,3.99411,0.276971
-5.46943,3.94175,0.269666
-5.50705,3.88902,0.261872
-5.54416,3.83594,0.2536
-5.58075,3.7825,0.244865
-5.61683,3.72871,0.235684
-5.6524,3.67457,0.226082
-5.68744,3.6201,0.216086
-5.72196,3.56529,0.205724
-5.75594,3.51015,0.19503
-5.7894,3.45469,0.184036
-5.82232,3.39892,0.172776
-5.85471,3.34282,0.161281
-5.88655,3.28642,0.149584
-5.91785,3.22972,0.137712
-5.94861,3.17271,0.125694
-5.97882,3.11542,0.113552
-6.00847,3.05783,0.101308
-6.03757,2.99997,0.0889806
-6.06611,2.94183,0.0765863
-6.0941,2.88341,0.0641389
-6.12152,2.82473,0.0516502
-6.14837,2.76579,0.0391304
-6.17466,2.7066,0.0265883
-6.20038,2.64715,0.0140317
-6.22552,2.58746,0.00146762
-6.25009,2.52753,-0.0110973
-6.27409,2.46737,-0.0236563
-6.2975,2.40698,-0.0362026
-6.32034,2.34637,-0.0487286
-6.34259,2.28554,-0.0612257
-6.36425,2.2245,-0.0736842
-6.38533,2.16325,-0.0860926
-6.40582,2.10181,-0.0984375
