x,y,potential
9.54747e-09,5.31923,-0.129259
-0.0647691,5.31884,-0.129096
-0.129529,5.31765,-0.128628
-0.194269,5.31568,-0.127858
-0.258981,5.31292,-0.126788
-0.323654,5.30937,-0.125418
-0.388279,5.30504,-0.123753
-0.452846,5.29992,-0.121795
-0.517347,5.29401,-0.119549
-0.581771,5.28732,-0.11702
-0.646108,5.27984,-0.114213
-0.71035,5.27159,-0.111135
-0.774486,5.26255,-0.107792
-0.838508,5.25272,-0.104191
-0.902405,5.24213,-0.100342
-0.966168,5.23075,-0.0962537
-1.02979,5.2186,-0.0919346
-1.09326,5.20567,-0.0873954
-1.15656,5.19197,-0.082647
-1.2197,5.1775,-0.0777008
-1.28265,5.16227,-0.0725686
-1.34541,5.14627,-0.0672628
-1.40797,5.1295,-0.0617962
-1.47033,5.11198,-0.056182
-1.53247,5.0937,-0.0504338
-1.59437,5.07466,-0.0445654
-1.65605,5.05487,-0.0385909
-1.71748,5.03433,-0.0325246
-1.77865,5.01305,-0.0263811
-1.83956,4.99102,-0.0201749
-1.90019,4.96825,-0.0139208
-1.96055,4.94474,-0.00763358
-2.02061,4.9205,-0.00132823
-2.08038,4.89553,0.00498036
-2.13983,4.86984,0.0112773
-2.19897,4.84342,0.0175477
-2.25778,4.81629,0.0237766
-2.31626,4.78844,0.0299493
-2.3744,4.75988,0.0360511
-2.43218,4.73062,0.0420674
-2.4896,4.70065,0.0479838
-2.54665,4.66999,0.0537862
-2.60333,4.63863,0.0594604
-2.65962,4.60659,0.064993
-2.71551,4.57386,0.0703704
-2.771,4.54046,0.0755797
-2.82608,4.50638,0.0806084
-2.88074,4.47164,0.0854442
-2.93498,4.43623,0.0900757
-2.98878,4.40016,0.0944917
-3.04214,4.36344,0.0986818
-3.09504,4.32608,0.102636
-3.14749,4.28807,0.106345
-3.19947,4.24943,0.109801
-3.25097,4.21015,0.112996
-3.302,4.17025,0.115921
-3.35253,4.12974,0.118572
-3.40257,4.08861,0.120941
-3.4521,4.04688,0.123025
-3.50112,4.00454,0.124817
-3.54962,3.96161,0.126316
-3.5976,3.9181,0.127517
-3.64504,3.874,0.128418
-3.69194,3.82933,0.129017
-3.73829,3.78409,0.129313
-3.78409,3.73829,0.129305
-3.82933,3.69194,0.128994
-3.874,3.64504,0.128379
-3.9181,3.5976,0.127463
-3.96161,3.54962,0.126247
-4.00454,3.50112,0.124734
-4.04688,3.4521,0.122927
-4.08861,3.40257,0.120829
-4.12974,3.35253,0.118446
-4.17025,3.302,0.115782
-4.21015,3.25097,0.112843
-4.24943,3.19947,0.109636
-4.28807,3.14749,0.106168
-4.32608,3.09504,0.102448
-4.36344,3.04214,0.0984823
-4.40016,2.98878,0.0942818
-4.43623,2.93498,0.0898561
-4.47164,2.88074,0.0852155
-4.50638,2.82608,0.0803713
-4.54046,2.771,0.075335
-4.57386,2.71551,0.0701187
-4.60659,2.65962,0.064735
-4.63863,2.60333,0.0591969
-4.66999,2.54665,0.0535178
-4.70065,2.4896,0.0477113
-4.73062,2.43218,0.0417914
-4.75988,2.3744,0.0357723
-4.78844,2.31626,0.0296684
-4.81629,2.25778,0.0234942
-4.84342,2.19897,0.0172645
-4.86984,2.13983,0.010994
-4.89553,2.08038,0.00469749
-4.9205,2.02061,-0.00161005
-4.94474,1.96055,-0.00791374
-4.96825,1.90019,-0.0141987
-4.99102,1.83956,-0.02045
-5.01305,1.77865,-0.0266529
-5.03433,1.71748,-0.0327926
-5.05487,1.65605,-0.0388545
-5.07466,1.59437,-0.0448242
-5.0937,1.53247,-0.0506872
-5.11198,1.47033,-0.0564296
-5.1295,1.40797,-0.0620375
-5.14627,1.34541,-0.0674974
-5.16227,1.28265,-0.072796
-5.1775,1.2197,-0.0779207
-5.19197,1.15656,-0.0828591
-5.20567,1.09326,-0.0875992
-5.2186,1.02979,-0.0921298
-5.23075,0.966168,-0.0964401
-5.24213,0.902405,-0.10052
-5.25272,0.838508,-0.104359
-5.26255,0.774486,-0.10795
-5.27159,0.71035,-0.111283
-5.27984,0.646108,-0.114352
-5.28732,0.581771,-0.117149
-5.29401,0.517347,-0.119667
-5.29992,0.452847,-0.121903
-5.30504,0.388279,-0.12385
-5.30937,0.323654,-0.125505
-5.31292,0.258981,-0.126864
-5.31568,0.194269,-0.127924
-5.31765,0.129529,-0.128683
-5.31884,0.0647692,-0.12914
-5.31923,1.90949e-08,-0.129294
-5.31884,-0.0647691,-0.129144
-5.31765,-0.129529,-0.12869
-5.31568,-0.194269,-0.127934
-5.31292,-0.258981,-0.126877
-5.30937,-0.323654,-0.125522
-5.30504,-0.388279,-0.12387
-5.29992,-0.452846,-0.121926
-5.29401,-0.517347,-0.119694
-5.28732,-0.581771,-0.117179
-5.27984,-0.646108,-0.114385
-5.27159,-0.71035,-0.11132
-5.26255,-0.774486,-0.107991
-5.25272,-0.838508,-0.104404
-5.24213,-0.902405,-0.100568
-5.23075,-0.966168,-0.0964914
-5.2186,-1.02979,-0.0921848
-5.20567,-1.09326,-0.0876579
-5.19197,-1.15656,-0.0829214
-5.1775,-1.2197,-0.0779868
-5.16227,-1.28265,-0.0728659
-5.14627,-1.34541,-0.067571
-5.1295,-1.40797,-0.062115
-5.11198,-1.47033,-0.056511
-5.0937,-1.53247,-0.0507725
-5.07466,-1.59437,-0.0449135
-5.05487,-1.65605,-0.0389479
-5.03433,-1.71748,-0.03289
-5.01305,-1.77865,-0.0267545
-4.99102,-1.83956,-0.0205558
-4.96825,-1.90019,-0.0143087
-4.94474,-1.96055,-0.00802812
-4.9205,-2.02061,-0.00172879
-4.89553,-2.08038,0.00457431
-4.86984,-2.13983,0.0108663
-4.84342,-2.19897,0.0171322
-4.81629,-2.25778,0.0233573
-4.78844,-2.31626,0.0295267
-4.75988,-2.37439,0.0356257
-4.73062,-2.43218,0.0416398
-4.70065,-2.4896,0.0475546
-4.66999,-2.54665,0.0533559
-4.63863,-2.60333,0.0590296
-4.60659,-2.65962,0.0645622
-4.57386,-2.71551,0.0699402
-4.54046,-2.771,0.0751507
-4.50638,-2.82608,0.080181
-4.47164,-2.88074,0.085019
-4.43623,-2.93498,0.0896532
-4.40016,-2.98878,0.0940724
-4.36344,-3.04214,0.098266
-4.32608,-3.09504,0.102224
-4.28807,-3.14749,0.105938
-4.24943,-3.19947,0.109398
-4.21015,-3.25097,0.112598
-4.17025,-3.302,0.115528
-4.12974,-3.35253,0.118184
-4.08861,-3.40257,0.120559
-4.04688,-3.4521,0.122648
-4.00454,-3.50112,0.124446
-3.96161,-3.54962,0.125951
-3.9181,-3.5976,0.127157
-3.874,-3.64504,0.128064
-3.82933,-3.69194,0.128668
-3.78409,-3.73829,0.12897
-3.73829,-3.78409,0.128967
-3.69194,-3.82933,0.128661
-3.64504,-3.874,0.128052
-3.5976,-3.9181,0.12714
-3.54962,-3.96161,0.125929
-3.50112,-4.00454,0.12442
-3.4521,-4.04688,0.122617
-3.40257,-4.08861,0.120523
-3.35253,-4.12974,0.118143
-3.302,-4.17025,0.115483
-3.25097,-4.21015,0.112547
-3.19947,-4.24943,0.109343
-3.14749,-4.28807,0.105878
-3.09504,-4.32608,0.10216
-3.04214,-4.36344,0.0981973
-2.98878,-4.40016,0.093999
-2.93498,-4.43623,0.0895754
-2.88074,-4.47164,0.0849368
-2.82608,-4.50638,0.0800943
-2.771,-4.54046,0.0750597
-2.71551,-4.57386,0.0698451
-2.65962,-4.60659,0.064463
-2.60333,-4.63863,0.0589266
-2.54665,-4.66999,0.0532491
-2.4896,-4.70065,0.0474444
-2.43218,-4.73062,0.0415263
-2.3744,-4.75988,0.0355092
-2.31626,-4.78844,0.0294074
-2.25778,-4.81629,0.0232355
-2.19897,-4.84342,0.0170082
-2.13983,-4.86984,0.0107403
-2.08038,-4.89553,0.00444676
-2.02061,-4.9205,-0.00185765
-1.96055,-4.94474,-0.00815793
-1.90019,-4.96825,-0.0144392
-1.83956,-4.99102,-0.0206865
-1.77865,-5.01305,-0.026885
-1.71748,-5.03433,-0.03302
-1.65605,-5.05487,-0.0390769
-1.59437,-5.07466,-0.0450411
-1.53247,-5.0937,-0.0508983
-1.47033,-5.11198,-0.0566345
-1.40797,-5.1295,-0.0622358
-1.34541,-5.14627,-0.0676887
-1.28265,-5.16227,-0.07298
-1.2197,-5.1775,-0.0780969
-1.15656,-5.19197,-0.0830271
-1.09326,-5.20567,-0.0877586
-1.02979,-5.2186,-0.0922802
-0.966168,-5.23075,-0.0965811
-0.902405,-5.24213,-0.100651
-0.838508,-5.25272,-0.104481
-0.774486,-5.26255,-0.108061
-0.71035,-5.27159,-0.111383
-0.646108,-5.27984,-0.114441
-0.581771,-5.28732,-0.117226
-0.517347,-5.29401,-0.119734
-0.452847,-5.29992,-0.121957
-0.388279,-5.30504,-0.123892
-0.323654,-5.30937,-0.125535
-0.258981,-5.31292,-0.126881
-0.194269,-5.31568,-0.127929
-0.129529,-5.31765,-0.128675
-0.0647692,-5.31884,-0.129119
-2.86424e-08,-5.31923,-0.12926
0.0647691,-5.31884,-0.129096
0.129529,-5.31765,-0.128629
0.194269,-5.31568,-0.12786
0.258981,-5.31292,-0.12679
0.323654,-5.30937,-0.125421
0.388279,-5.30504,-0.123756
0.452846,-5.29992,-0.121798
0.517347,-5.29401,-0.119553
0.581771,-5.28732,-0.117024
0.646108,-5.27984,-0.114218
0.71035,-5.27159,-0.111139
0.774486,-5.26255,-0.107797
0.838508,-5.25272,-0.104197
0.902405,-5.24213,-0.100348
0.966168,-5.23075,-0.0962596
1.02979,-5.2186,-0.0919408
1.09326,-5.20567,-0.087402
1.15656,-5.19197,-0.082654
1.2197,-5.1775,-0.077708
1.28265,-5.16227,-0.0725761
1.34541,-5.14627,-0.0672706
1.40797,-5.1295,-0.0618042
1.47033,-5.11198,-0.0561903
1.53247,-5.0937,-0.0504424
1.59437,-5.07466,-0.0445742
1.65605,-5.05487,-0.0385999
1.71748,-5.03433,-0.0325338
1.77865,-5.01305,-0.0263904
1.83956,-4.99102,-0.0201844
1.90019,-4.96825,-0.0139304
1.96055,-4.94474,-0.00764337
2.02061,-4.9205,-0.00133814
2.08038,-4.89553,0.00497036
2.13983,-4.86984,0.0112672
2.19897,-4.84342,0.0175375
2.25778,-4.81629,0.0237664
2.31626,-4.78844,0.0299391
2.37439,-4.75988,0.0360409
2.43218,-4.73062,0.0420572
2.4896,-4.70065,0.0479736
2.54665,-4.66999,0.053776
2.60333,-4.63863,0.0594503
2.65962,-4.60659,0.0649829
2.71551,-4.57386,0.0703605
2.771,-4.54046,0.0755699
2.82608,-4.50638,0.0805986
2.88074,-4.47164,0.0854346
2.93498,-4.43623,0.0900662
2.98878,-4.40016,0.0944824
3.04214,-4.36344,0.0986727
3.09504,-4.32608,0.102627
3.14749,-4.28807,0.106337
3.19947,-4.24943,0.109793
3.25097,-4.21015,0.112987
3.302,-4.17025,0.115913
3.35253,-4.12974,0.118564
3.40257,-4.08861,0.120933
3.4521,-4.04688,0.123017
3.50112,-4.00454,0.12481
3.54962,-3.96161,0.126309
3.5976,-3.9181,0.12751
3.64504,-3.874,0.128411
3.69194,-3.82933,0.129011
3.73829,-3.78409,0.129307
3.78409,-3.73829,0.129299
3.82933,-3.69194,0.128988
3.874,-3.64504,0.128374
3.9181,-3.5976,0.127459
3.96161,-3.54962,0.126243
4.00454,-3.50112,0.12473
4.04688,-3.4521,0.122923
4.08861,-3.40257,0.120826
4.12974,-3.35253,0.118443
4.17025,-3.302,0.115779
4.21015,-3.25097,0.112841
4.24943,-3.19947,0.109634
4.28807,-3.14749,0.106167
4.32608,-3.09504,0.102446
4.36344,-3.04214,0.0984814
4.40016,-2.98878,0.0942813
4.43623,-2.93498,0.0898559
4.47164,-2.88074,0.0852156
4.50638,-2.82608,0.0803717
4.54046,-2.771,0.0753357
4.57386,-2.71551,0.0701197
4.60659,-2.65962,0.0647363
4.63863,-2.60333,0.0591985
4.66999,-2.54665,0.0535197
4.70065,-2.4896,0.0477135
4.73062,-2.43218,0.0417939
4.75988,-2.3744,0.035775
4.78844,-2.31626,0.0296714
4.81629,-2.25778,0.0234975
4.84342,-2.19897,0.017268
4.86984,-2.13983,0.0109977
4.89553,-2.08038,0.00470141
4.9205,-2.02061,-0.0016059
4.94474,-1.96055,-0.00790939
4.96825,-1.90019,-0.0141942
4.99102,-1.83956,-0.0204453
5.01305,-1.77865,-0.026648
5.03433,-1.71748,-0.0327876
5.05487,-1.65605,-0.0388494
5.07466,-1.59437,-0.0448188
5.0937,-1.53247,-0.0506818
5.11198,-1.47033,-0.0564241
5.1295,-1.40797,-0.0620319
5.14627,-1.34541,-0.0674916
5.16227,-1.28265,-0.0727903
5.1775,-1.2197,-0.0779149
5.19197,-1.15656,-0.0828531
5.20567,-1.09326,-0.0875932
5.2186,-1.02979,-0.0921238
5.23075,-0.966168,-0.096434
5.24213,-0.902405,-0.100514
5.25272,-0.838508,-0.104353
5.26255,-0.774486,-0.107944
5.27159,-0.71035,-0.111277
5.27984,-0.646108,-0.114346
5.28732,-0.581771,-0.117142
5.29401,-0.517347,-0.119661
5.29992,-0.452847,-0.121897
5.30504,-0.388279,-0.123844
5.30937,-0.323654,-0.125499
5.31292,-0.258981,-0.126858
5.31568,-0.194269,-0.127918
5.31765,-0.129529,-0.128677
5.31884,-0.0647692,-0.129134
5.25738,0,-0.123392
5.25698,0.0647691,-0.123245
5.25578,0.129528,-0.122802
5.25379,0.194268,-0.122063
5.251,0.258978,-0.121029
5.24741,0.323649,-0.119704
5.24302,0.388271,-0.11809
5.23784,0.452833,-0.11619
5.23186,0.517328,-0.114009
5.22509,0.581743,-0.111551
5.21753,0.64607,-0.108823
5.20918,0.710299,-0.10583
5.20003,0.774421,-0.10258
5.19009,0.838425,-0.0990799
5.17937,0.902301,-0.095338
5.16786,0.966041,-0.0913633
5.15557,1.02963,-0.0871654
5.14249,1.09307,-0.0827546
5.12864,1.15634,-0.0781414
5.114,1.21944,-0.0733373
5.09859,1.28235,-0.068354
5.0824,1.34506,-0.0632038
5.06545,1.40757,-0.0578994
5.04772,1.46987,-0.0524538
5.02923,1.53195,-0.0468806
5.00998,1.59379,-0.0411934
4.98996,1.65539,-0.0354062
4.96919,1.71674,-0.029533
4.94766,1.77783,-0.0235885
4.92539,1.83864,-0.0175869
4.90236,1.89918,-0.0115429
4.87859,1.95944,-0.00547128
4.85408,2.01939,0.000613338
4.82883,2.07904,0.00669613
4.80285,2.13837,0.0127624
4.77615,2.19738,0.0187973
4.74871,2.25605,0.0247863
4.72056,2.31438,0.0307147
4.69169,2.37236,0.0365681
4.66211,2.42998,0.0423322
4.63181,2.48723,0.0479927
4.60082,2.54411,0.0535359
4.56913,2.60059,0.058948
4.53674,2.65669,0.0642157
4.50367,2.71238,0.0693261
4.46991,2.76765,0.0742664
4.43548,2.82251,0.0790247
4.40037,2.87694,0.083589
4.36459,2.93093,0.0879484
4.32815,2.98448,0.0920922
4.29106,3.03758,0.0960102
4.25331,3.09021,0.0996932
4.21492,3.14237,0.103132
4.17588,3.19406,0.106319
4.13622,3.24527,0.109247
4.09592,3.29598,0.111909
4.05501,3.34619,0.114298
4.01347,3.39589,0.116409
3.97133,3.44508,0.118238
3.92859,3.49374,0.11978
3.88525,3.54187,0.121032
3.84132,3.58947,0.121992
3.79681,3.63652,0.122657
3.75172,3.68302,0.123026
3.70606,3.72896,0.123097
3.65984,3.77433,0.122872
3.61306,3.81914,0.12235
3.56574,3.86336,0.121532
3.51787,3.90699,0.12042
3.46947,3.95004,0.119017
3.42055,3.99248,0.117326
3.3711,4.03432,0.11535
3.32114,4.07554,0.113094
3.27068,4.11615,0.110563
3.21973,4.15613,0.107763
3.16828,4.19548,0.104699
3.11635,4.23419,0.10138
3.06395,4.27226,0.0978132
3.01109,4.30969,0.0940066
2.95776,4.34645,0.0899696
2.90399,4.38256,0.085712
2.84978,4.41801,0.081244
2.79514,4.45278,0.0765767
2.74007,4.48688,0.0717214
2.68458,4.52029,0.0666901
2.62869,4.55302,0.0614953
2.5724,4.58506,0.0561496
2.51572,4.61641,0.0506665
2.45865,4.64705,0.0450593
2.40122,4.67699,0.0393419
2.34342,4.70621,0.0335284
2.28526,4.73473,0.0276329
2.22676,4.76252,0.0216698
2.16791,4.78959,0.0156538
2.10874,4.81594,0.0095995
2.04925,4.84155,0.00352157
1.98945,4.86643,-0.0025652
1.92935,4.89057,-0.00864603
1.86895,4.91397,-0.0147061
1.80827,4.93662,-0.0207308
1.74732,4.95852,-0.0267054
1.6861,4.97967,-0.0326153
1.62462,5.00006,-0.0384461
1.5629,5.0197,-0.0441835
1.50094,5.03857,-0.0498134
1.43875,5.05668,-0.055322
1.37634,5.07402,-0.0606957
1.31373,5.09059,-0.0659213
1.25092,5.10639,-0.0709857
1.18791,5.12142,-0.0758767
1.12473,5.13566,-0.0805821
1.06137,5.14913,-0.0850903
0.997856,5.16181,-0.0893905
0.934189,5.17371,-0.093472
0.870379,5.18483,-0.0973251
0.806438,5.19516,-0.100941
0.742374,5.2047,-0.10431
0.678198,5.21345,-0.107425
0.613918,5.22141,-0.110278
0.549546,5.22858,-0.112864
0.48509,5.23495,-0.115175
0.42056,5.24053,-0.117208
0.355967,5.24531,-0.118956
0.291319,5.2493,-0.120417
0.226627,5.25249,-0.121588
0.161901,5.25489,-0.122465
0.0971506,5.25648,-0.123047
0.0323852,5.25728,-0.123332
-0.0323852,5.25728,-0.123321
-0.0971506,5.25648,-0.123012
-0.161901,5.25489,-0.122407
-0.226627,5.25249,-0.121507
-0.291319,5.2493,-0.120314
-0.355967,5.24531,-0.11883
-0.42056,5.24053,-0.117059
-0.48509,5.23495,-0.115004
-0.549546,5.22858,-0.112671
-0.613918,5.22141,-0.110064
-0.678198,5.21345,-0.107189
-0.742374,5.2047,-0.104054
-0.806438,5.19516,-0.100665
-0.870379,5.18483,-0.0970298
-0.934189,5.17371,-0.0931578
-0.997856,5.16181,-0.089058
-1.06137,5.14913,-0.0847402
-1.12473,5.13566,-0.080215
-1.18791,5.12142,-0.0754934
-1.25092,5.10639,-0.070587
-1.31373,5.09059,-0.0655078
-1.37634,5.07402,-0.0602684
-1.43875,5.05668,-0.0548816
-1.50094,5.03857,-0.0493608
-1.5629,5.0197,-0.0437195
-1.62462,5.00006,-0.0379715
-1.6861,4.97967,-0.0321311
-1.74732,4.95852,-0.0262123
-1.80827,4.93662,-0.0202298
-1.86895,4.91397,-0.0141981
-1.92935,4.89057,-0.00813173
-1.98945,4.86643,-0.00204556
-2.04925,4.84155,0.00404567
-2.10874,4.81594,0.0101272
-2.16791,4.78959,0.0161843
-2.22675,4.76252,0.0222022
-2.28526,4.73473,0.0281663
-2.34342,4.70621,0.0340621
-2.40122,4.67699,0.0398751
-2.45865,4.64705,0.0455911
-2.51572,4.61641,0.0511962
-2.5724,4.58506,0.0566764
-2.62869,4.55302,0.0620184
-2.68458,4.52029,0.067209
-2.74007,4.48688,0.0722352
-2.79514,4.45278,0.0770848
-2.84978,4.41801,0.0817459
-2.90399,4.38256,0.086207
-2.95776,4.34645,0.0904573
-3.01109,4.30969,0.0944865
-3.06395,4.27226,0.0982848
-3.11635,4.23419,0.101843
-3.16828,4.19548,0.105153
-3.21973,4.15613,0.108207
-3.27068,4.11615,0.110998
-3.32114,4.07554,0.11352
-3.3711,4.03432,0.115766
-3.42055,3.99248,0.117731
-3.46947,3.95004,0.119412
-3.51787,3.90699,0.120805
-3.56574,3.86336,0.121906
-3.61306,3.81914,0.122714
-3.65984,3.77433,0.123226
-3.70606,3.72896,0.123441
-3.75172,3.68302,0.12336
-3.79681,3.63652,0.122981
-3.84132,3.58947,0.122307
-3.88525,3.54187,0.121337
-3.92859,3.49374,0.120076
-3.97133,3.44508,0.118524
-4.01347,3.39589,0.116686
-4.05501,3.34619,0.114566
-4.09592,3.29598,0.112169
-4.13622,3.24527,0.109499
-4.17588,3.19406,0.106563
-4.21492,3.14237,0.103368
-4.25331,3.09021,0.0999217
-4.29106,3.03758,0.0962313
-4.32815,2.98448,0.092306
-4.36459,2.93093,0.0881553
-4.40037,2.87694,0.0837892
-4.43548,2.82251,0.0792182
-4.46991,2.76765,0.0744535
-4.50367,2.71238,0.0695069
-4.53674,2.65669,0.0643905
-4.56913,2.60059,0.0591169
-4.60082,2.54411,0.053699
-4.63181,2.48723,0.0481503
-4.66211,2.42998,0.0424842
-4.69169,2.37236,0.0367149
-4.72056,2.31438,0.0308563
-4.74871,2.25605,0.0249227
-4.77615,2.19738,0.0189288
-4.80285,2.13837,0.0128889
-4.82883,2.07904,0.0068179
-4.85408,2.01939,0.000730376
-4.87859,1.95944,-0.00535888
-4.90236,1.89918,-0.0114351
-4.92539,1.83864,-0.0174836
-4.94766,1.77783,-0.0234896
-4.96919,1.71674,-0.0294385
-4.98996,1.65539,-0.0353159
-5.00998,1.59379,-0.0411074
-5.02923,1.53195,-0.0467988
-5.04772,1.46987,-0.0523762
-5.06545,1.40757,-0.0578258
-5.0824,1.34506,-0.0631342
-5.09859,1.28235,-0.0682884
-5.114,1.21944,-0.0732756
-5.12864,1.15634,-0.0780836
-5.14249,1.09307,-0.0827005
-5.15557,1.02963,-0.0871152
-5.16786,0.966041,-0.0913168
-5.17937,0.902301,-0.0952952
-5.19009,0.838425,-0.0990408
-5.20003,0.774421,-0.102545
-5.20918,0.710299,-0.105799
-5.21753,0.64607,-0.108795
-5.22509,0.581743,-0.111527
-5.23186,0.517328,-0.113987
-5.23784,0.452834,-0.116172
-5.24302,0.388271,-0.118075
-5.24741,0.323649,-0.119693
-5.251,0.258978,-0.121022
-5.25379,0.194268,-0.122059
-5.25578,0.129528,-0.122801
-5.25698,0.0647691,-0.123248
-5.25738,1.88729e-08,-0.123398
-5.25698,-0.0647691,-0.123252
-5.25578,-0.129528,-0.122808
-5.25379,-0.194268,-0.122069
-5.251,-0.258978,-0.121035
-5.24741,-0.323649,-0.11971
-5.24302,-0.388271,-0.118096
-5.23784,-0.452833,-0.116196
-5.23186,-0.517328,-0.114015
-5.22509,-0.581743,-0.111557
-5.21753,-0.64607,-0.108829
-5.20918,-0.710299,-0.105836
-5.20003,-0.774421,-0.102586
-5.19009,-0.838425,-0.0990856
-5.17937,-0.902301,-0.0953436
-5.16786,-0.966041,-0.0913689
-5.15557,-1.02963,-0.087171
-5.14249,-1.09307,-0.08276
-5.12864,-1.15634,-0.0781467
-5.114,-1.21944,-0.0733425
-5.09859,-1.28235,-0.0683591
-5.0824,-1.34506,-0.0632088
-5.06545,-1.40757,-0.0579043
-5.04772,-1.46987,-0.0524586
-5.02923,-1.53195,-0.0468853
-5.00998,-1.59379,-0.0411979
-4.98996,-1.65539,-0.0354105
-4.96919,-1.71674,-0.0295372
-4.94766,-1.77783,-0.0235925
-4.92539,-1.83864,-0.0175907
-4.90236,-1.89918,-0.0115466
-4.87859,-1.95944,-0.00547473
-4.85408,-2.01939,0.000610091
-4.82883,-2.07904,0.00669312
-4.80285,-2.13837,0.0127596
-4.77615,-2.19738,0.0187948
-4.74871,-2.25605,0.024784
-4.72056,-2.31438,0.0307127
-4.69169,-2.37236,0.0365663
-4.66211,-2.42998,0.0423306
-4.63181,-2.48723,0.0479915
-4.60082,-2.54411,0.0535349
-4.56913,-2.60059,0.0589473
-4.53674,-2.65669,0.0642153
-4.50367,-2.71238,0.069326
-4.46991,-2.76765,0.0742666
-4.43548,-2.82251,0.0790252
-4.40037,-2.87694,0.0835899
-4.36459,-2.93093,0.0879496
-4.32815,-2.98448,0.0920936
-4.29106,-3.03758,0.096012
-4.25331,-3.09021,0.0996953
-4.21492,-3.14237,0.103135
-4.17588,-3.19406,0.106322
-4.13622,-3.24527,0.10925
-4.09592,-3.29598,0.111912
-4.05501,-3.34619,0.114301
-4.01347,-3.39589,0.116413
-3.97133,-3.44508,0.118242
-3.92859,-3.49374,0.119785
-3.88525,-3.54187,0.121037
-3.84132,-3.58947,0.121997
-3.79681,-3.63652,0.122663
-3.75172,-3.68302,0.123032
-3.70606,-3.72896,0.123103
-3.65984,-3.77433,0.122878
-3.61306,-3.81914,0.122356
-3.56574,-3.86336,0.121539
-3.51787,-3.90699,0.120428
-3.46947,-3.95004,0.119025
-3.42055,-3.99248,0.117334
-3.3711,-4.03432,0.115358
-3.32114,-4.07554,0.113103
-3.27068,-4.11615,0.110572
-3.21973,-4.15613,0.107771
-3.16828,-4.19548,0.104708
-3.11635,-4.23419,0.101389
-3.06395,-4.27226,0.0978223
-3.01109,-4.30969,0.0940158
-2.95776,-4.34645,0.089979
-2.90399,-4.38256,0.0857215
-2.84978,-4.41801,0.0812537
-2.79514,-4.45278,0.0765864
-2.74007,-4.48688,0.0717312
-2.68458,-4.52029,0.0667
-2.62869,-4.55302,0.0615052
-2.5724,-4.58506,0.0561596
-2.51572,-4.61641,0.0506765
-2.45865,-4.64705,0.0450694
-2.40122,-4.67699,0.039352
-2.34342,-4.70621,0.0335384
-2.28526,-4.73473,0.0276429
-2.22676,-4.76252,0.0216798
-2.16791,-4.78959,0.0156637
-2.10874,-4.81594,0.00960928
-2.04925,-4.84155,0.00353124
-1.98945,-4.86643,-0.00255565
-1.92935,-4.89057,-0.00863661
-1.86895,-4.91397,-0.0146969
-1.80827,-4.93662,-0.0207217
-1.74732,-4.95852,-0.0266965
-1.6861,-4.97967,-0.0326066
-1.62462,-5.00006,-0.0384376
-1.5629,-5.0197,-0.0441752
-1.50094,-5.03857,-0.0498054
-1.43875,-5.05668,-0.0553143
-1.37634,-5.07402,-0.0606882
-1.31373,-5.09059,-0.065914
-1.25092,-5.10639,-0.0709788
-1.18791,-5.12142,-0.0758701
-1.12473,-5.13566,-0.0805758
-1.06137,-5.14913,-0.0850844
-0.997856,-5.16181,-0.0893848
-0.934189,-5.17371,-0.0934667
-0.870379,-5.18483,-0.0973202
-0.806438,-5.19516,-0.100936
-0.742374,-5.2047,-0.104305
-0.678198,-5.21345,-0.107421
-0.613918,-5.22141,-0.110275
-0.549546,-5.22858,-0.112861
-0.48509,-5.23495,-0.115172
-0.42056,-5.24053,-0.117205
-0.355967,-5.24531,-0.118954
-0.291319,-5.2493,-0.120416
-0.226627,-5.25249,-0.121587
-0.161901,-5.25489,-0.122464
-0.0971506,-5.25648,-0.123046
-0.0323852,-5.25728,-0.123332
0.0323851,-5.25728,-0.123321
0.0971506,-5.25648,-0.123013
0.161901,-5.25489,-0.122408
0.226627,-5.25249,-0.121508
0.291319,-5.2493,-0.120316
0.355967,-5.24531,-0.118832
0.42056,-5.24053,-0.117062
0.48509,-5.23495,-0.115007
0.549546,-5.22858,-0.112674
0.613918,-5.22141,-0.110068
0.678198,-5.21345,-0.107194
0.742374,-5.2047,-0.104059
0.806438,-5.19516,-0.10067
0.870379,-5.18483,-0.0970353
0.934189,-5.17371,-0.0931636
0.997856,-5.16181,-0.0890641
1.06137,-5.14913,-0.0847467
1.12473,-5.13566,-0.0802218
1.18791,-5.12142,-0.0755005
1.25092,-5.10639,-0.0705943
1.31373,-5.09059,-0.0655154
1.37634,-5.07402,-0.0602763
1.43875,-5.05668,-0.0548897
1.50094,-5.03857,-0.0493692
1.5629,-5.0197,-0.0437281
1.62462,-5.00006,-0.0379804
1.6861,-4.97967,-0.0321401
1.74732,-4.95852,-0.0262215
1.80827,-4.93662,-0.0202392
1.86895,-4.91397,-0.0142076
1.92935,-4.89057,-0.00814139
1.98945,-4.86643,-0.00205535
2.04925,-4.84155,0.00403579
2.10874,-4.81594,0.0101173
2.16791,-4.78959,0.0161743
2.22675,-4.76252,0.0221921
2.28526,-4.73473,0.0281562
2.34342,-4.70621,0.0340519
2.40122,-4.67699,0.039865
2.45865,-4.64705,0.045581
2.51572,-4.61641,0.0511861
2.5724,-4.58506,0.0566664
2.62869,-4.55302,0.0620084
